{'index': 1, 'id': 'scene0011_00', 'condition': 'B0', 'pcd': 'aaraw_scene0011_00_initial.ply', 'time': '2023-04-24 23:21:11.638123', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 303.0000000000032, 'rot_y': 0.0, 'rot_z': 231.20000000000138, 'trans_x': -3.8844081209962416, 'trans_y': -0.8002430615353502, 'trans_z': -9.485779675951255}
{'index': 31, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'floor_VIL_SLONE_class0_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:24:46.181677', 'active': 'prev_pcd', 'input': 'button_clicked', 'input_detail': 'prev_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.99999999999966, 'rot_y': 0.0, 'rot_z': 311.5999999999975, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 32, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'door_VIL_SLONE_class7_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:24:49.089277', 'active': 'prev_pcd', 'input': 'button_clicked', 'input_detail': 'prev_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.99999999999966, 'rot_y': 0.0, 'rot_z': 311.5999999999975, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 33, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'counter_VIL_SLONE_class11_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:24:50.122478', 'active': 'prev_pcd', 'input': 'button_clicked', 'input_detail': 'prev_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.99999999999966, 'rot_y': 0.0, 'rot_z': 311.5999999999975, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 1, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'cabinet_VIL_SLONE_class2_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:26:19.710953', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.99999999999966, 'rot_y': 0.0, 'rot_z': 311.5999999999975, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 2, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'cabinet_VIL_SLONE_class2_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:26:33.661926', 'active': 'button_class8', 'input': 'button_clicked', 'input_detail': 'button_class8', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.99999999999966, 'rot_y': 0.0, 'rot_z': 311.5999999999975, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 3, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'chair_VIL_SLONE_class4_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:26:34.803746', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.99999999999966, 'rot_y': 0.0, 'rot_z': 311.5999999999975, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 4, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'counter_VIL_SLONE_class11_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:26:35.512656', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.99999999999966, 'rot_y': 0.0, 'rot_z': 311.5999999999975, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 5, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'door_VIL_SLONE_class7_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:26:36.066231', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.99999999999966, 'rot_y': 0.0, 'rot_z': 311.5999999999975, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 6, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'counter_VIL_SLONE_class11_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:26:37.561354', 'active': 'prev_pcd', 'input': 'button_clicked', 'input_detail': 'prev_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.99999999999966, 'rot_y': 0.0, 'rot_z': 311.5999999999975, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 7, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'counter_VIL_SLONE_class11_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:26:38.453864', 'active': 'pcd_rotation', 'input': 'mouse_move_event', 'input_detail': 'mouse_left_move', 'mouse_position_x': 220, 'mouse_position_y': 829, 'rot_x': 310.79999999999967, 'rot_y': 0.0, 'rot_z': 312.19999999999754, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 8, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'door_VIL_SLONE_class7_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:26:46.566262', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.79999999999967, 'rot_y': 0.0, 'rot_z': 312.19999999999754, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 9, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'floor_VIL_SLONE_class0_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:26:47.074867', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.79999999999967, 'rot_y': 0.0, 'rot_z': 312.19999999999754, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 10, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'raw_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:26:47.646980', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.79999999999967, 'rot_y': 0.0, 'rot_z': 312.19999999999754, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 11, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'refrigerator_VIL_SLONE_class14_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:26:48.660928', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.79999999999967, 'rot_y': 0.0, 'rot_z': 312.19999999999754, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 12, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'table_VIL_SLONE_class6_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:26:49.646051', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.79999999999967, 'rot_y': 0.0, 'rot_z': 312.19999999999754, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 13, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'wall_VIL_SLONE_class1_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:26:50.352984', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.79999999999967, 'rot_y': 0.0, 'rot_z': 312.19999999999754, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 14, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'window_VIL_SLONE_class8_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:26:51.240704', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.79999999999967, 'rot_y': 0.0, 'rot_z': 312.19999999999754, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 1, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'cabinet_VIL_SLONE_class2_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:27:08.354928', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.79999999999967, 'rot_y': 0.0, 'rot_z': 312.19999999999754, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 1, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'cabinet_VIL_SLONE_class2_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:31:50.667357', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.79999999999967, 'rot_y': 0.0, 'rot_z': 312.19999999999754, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 1, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'cabinet_VIL_SLONE_class2_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:33:15.992731', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.79999999999967, 'rot_y': 0.0, 'rot_z': 312.19999999999754, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 1, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'cabinet_VIL_SLONE_class2_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:33:59.380239', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.79999999999967, 'rot_y': 0.0, 'rot_z': 312.19999999999754, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 1, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'cabinet_VIL_SLONE_class2_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:41:25.801384', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.79999999999967, 'rot_y': 0.0, 'rot_z': 312.19999999999754, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 1, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'aaraw_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:46:57.238696', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.79999999999967, 'rot_y': 0.0, 'rot_z': 312.19999999999754, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 2, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'cabinet_VIL_SLONE_class2_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:47:00.702143', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.79999999999967, 'rot_y': 0.0, 'rot_z': 312.19999999999754, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 3, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'chair_VIL_SLONE_class4_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:47:01.261873', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.79999999999967, 'rot_y': 0.0, 'rot_z': 312.19999999999754, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 4, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'counter_VIL_SLONE_class11_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:47:01.819138', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 310.79999999999967, 'rot_y': 0.0, 'rot_z': 312.19999999999754, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 5, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'counter_VIL_SLONE_class11_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:47:03.686309', 'active': 'pcd_rotation', 'input': 'mouse_move_event', 'input_detail': 'mouse_left_move', 'mouse_position_x': 220, 'mouse_position_y': 709, 'rot_x': 310.19999999999965, 'rot_y': 0.0, 'rot_z': 312.79999999999757, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.96325866836708}
{'index': 6, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'counter_VIL_SLONE_class11_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:47:59.248780', 'active': 'zoom_into', 'input': 'mouse_scroll_event', 'input_detail': 'mouse_scroll', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 317.20000000000016, 'rot_y': 0.0, 'rot_z': 343.39999999999816, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.66325866836708}
{'index': 1, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'aaraw_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:50:00.686121', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 317.20000000000016, 'rot_y': 0.0, 'rot_z': 343.39999999999816, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.66325866836708}
{'index': 2, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'cabinet_VIL_SLONE_class2_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:50:03.982425', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 317.20000000000016, 'rot_y': 0.0, 'rot_z': 343.39999999999816, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.66325866836708}
{'index': 3, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'chair_VIL_SLONE_class4_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:50:04.974577', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 317.20000000000016, 'rot_y': 0.0, 'rot_z': 343.39999999999816, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.66325866836708}
{'index': 4, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'counter_VIL_SLONE_class11_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:50:05.493958', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 317.20000000000016, 'rot_y': 0.0, 'rot_z': 343.39999999999816, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.66325866836708}
{'index': 5, 'id': 'scene0047_00', 'condition': 'B2', 'pcd': 'counter_VIL_SLONE_class11_scene0047_00_2Anno.ply', 'time': '2023-04-24 23:50:08.796472', 'active': 'pcd_rotation', 'input': 'mouse_move_event', 'input_detail': 'mouse_left_move', 'mouse_position_x': 208, 'mouse_position_y': 829, 'rot_x': 317.20000000000016, 'rot_y': 0.0, 'rot_z': 343.19999999999817, 'trans_x': -3.307779840680122, 'trans_y': -2.281662753510798, 'trans_z': -9.66325866836708}
