{'index': 1, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-04-24 23:16:09.978501', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 33, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:23.507817', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 34, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:23.538815', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 35, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:23.571834', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 36, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:23.601815', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 37, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:23.633815', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 38, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:23.666815', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 39, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:23.697816', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 40, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:23.730833', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 41, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:23.762817', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 42, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:23.790821', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 43, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:23.822822', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 44, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:23.853837', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 45, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:23.885822', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 46, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:23.916816', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 47, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:23.942837', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 48, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:23.973816', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 49, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.007838', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 50, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.040816', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 51, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.073820', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 52, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.103816', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 53, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.135818', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 54, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.160822', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 55, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.190819', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 56, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.223819', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 57, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.254828', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 58, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.286099', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 59, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.318258', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 60, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.349250', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 61, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.382250', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 62, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.414269', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 63, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.447267', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 64, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.479267', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 65, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.506478', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 66, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.540370', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 67, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.574369', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 68, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.605374', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 69, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.635368', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 70, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.662388', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 71, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.699369', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 72, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.730370', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 73, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.761371', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 74, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.778387', 'active': 'button_class9', 'input': 'button_clicked', 'input_detail': 'button_class9', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 75, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.794389', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 76, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.823392', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 77, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.855388', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 78, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.887387', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 79, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.917370', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 80, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.943388', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 81, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:24.974369', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 82, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.007372', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 83, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.039370', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 84, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.078399', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 85, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.109390', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 86, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.142389', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 87, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.174368', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 88, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.202387', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 89, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.239387', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 90, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.256387', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 91, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.287390', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
